,LEAID,LEA_NAME,SCH_NAME,STUDENTS_IN_POVERTY,G09,G10,G11,G12,G13,UG,AE,TOTAL_STUDENTS,POVERTY_RATE
195,5305190,Morton School District,Morton Junior-Senior High,77.0,20.0,28.0,28.0,27.0,,,,152.0,0.506578947368421
196,5305220,Moses Lake School District,Moses Lake High School,1417.0,642.0,651.0,565.0,561.0,,,,2419.0,0.5857792476229847
197,5305220,Moses Lake School District,Skill Source Reingagement Program,135.0,0.0,0.0,32.0,148.0,,,,180.0,0.75
198,5305250,Mossyrock School District,Mossyrock Jr./Sr. High School,131.0,47.0,43.0,33.0,27.0,,,,243.0,0.5390946502057613
199,5305280,Mount Adams School District,White Swan High School,237.0,65.0,56.0,59.0,59.0,,,,239.0,0.9916317991631799
200,5305310,Mount Baker School District,Mount Baker Senior High,264.0,119.0,144.0,129.0,136.0,,,,528.0,0.5
201,5305370,East Valley School District (Yakima),East Valley High School,507.0,255.0,228.0,228.0,196.0,,,,907.0,0.5589856670341786
202,5305400,Mount Vernon School District,Mount Vernon High School,1187.0,513.0,493.0,474.0,475.0,,,,1957.0,0.6065406234031682
203,5305430,Mukilteo School District,Mariner High School,1477.0,554.0,636.0,642.0,581.0,,,,2413.0,0.61210111893908
204,5305430,Mukilteo School District,Kamiak High School,502.0,589.0,531.0,524.0,509.0,,,,2153.0,0.23316302833255922
205,5305430,Mukilteo School District,ACES High School,99.0,0.0,6.0,45.0,90.0,,,,141.0,0.7021276595744681
206,5305460,Naches Valley School District,Naches Valley High School,181.0,97.0,98.0,95.0,86.0,,,,376.0,0.48138297872340424
207,5305490,Napavine School District,Napavine Jr Sr High School,164.0,74.0,65.0,55.0,55.0,,,,396.0,0.41414141414141414
208,5305520,Naselle-Grays River Valley School District,Naselle-Grays River Valley Jr Sr High Schools,94.0,28.0,26.0,20.0,23.0,,,,176.0,0.5340909090909091
209,5305610,Newport School District,Newport High School,194.0,92.0,80.0,94.0,83.0,,,,349.0,0.5558739255014327
210,5305640,Nine Mile Falls School District,Lakeside High School,110.0,118.0,112.0,132.0,122.0,,,,484.0,0.22727272727272727
211,5305670,Nooksack Valley School District,Nooksack Valley High School,249.0,129.0,123.0,104.0,119.0,,,,475.0,0.5242105263157895
212,5305700,North Beach School District No. 64,North Beach Senior High School,133.0,48.0,42.0,50.0,52.0,,,,192.0,0.6927083333333334
213,5305730,North Franklin School District,Connell High School,450.0,154.0,172.0,168.0,135.0,,,,629.0,0.7154213036565977
214,5305760,North Kitsap School District,North Kitsap High School,217.0,249.0,222.0,252.0,252.0,,,,975.0,0.22256410256410256
215,5305760,North Kitsap School District,Kingston High School,211.0,161.0,130.0,157.0,163.0,,,,611.0,0.3453355155482815
216,5305790,North Mason School District,North Mason Senior High School,319.0,136.0,170.0,167.0,174.0,,,,647.0,0.49304482225656876
217,5305850,North Thurston Public Schools,North Thurston High School,564.0,317.0,366.0,372.0,360.0,,,,1415.0,0.39858657243816253
218,5305850,North Thurston Public Schools,Timberline High School,534.0,357.0,351.0,339.0,390.0,,,,1437.0,0.37160751565762007
219,5305850,North Thurston Public Schools,River Ridge High School,581.0,408.0,359.0,362.0,354.0,,,,1483.0,0.39177343223196226
220,5305850,North Thurston Public Schools,Envision Career Academy,55.0,54.0,26.0,1.0,19.0,,,,100.0,0.55
221,5305910,Northshore School District,Bothell High School,264.0,440.0,458.0,439.0,389.0,,,,1726.0,0.15295480880648898
222,5305910,Northshore School District,Inglemoor HS,211.0,388.0,412.0,403.0,413.0,,,,1616.0,0.13056930693069307
223,5305910,Northshore School District,Woodinville HS,118.0,432.0,421.0,425.0,430.0,,,,1708.0,0.06908665105386416
224,5305910,Northshore School District,North Creek High School,208.0,489.0,412.0,378.0,484.0,,,,1763.0,0.11798071469086784
225,5305910,Northshore School District,Innovation Lab High School,11.0,102.0,37.0,0.0,0.0,,,,139.0,0.07913669064748201
226,5305940,Oak Harbor School District,Oak Harbor High School,509.0,379.0,362.0,382.0,367.0,,,,1490.0,0.3416107382550336
227,5306000,Oakville School District,Oakville High School,88.0,27.0,28.0,16.0,14.0,,,,136.0,0.6470588235294118
228,5306060,Ocean Beach School District,Ilwaco High School,179.0,81.0,82.0,82.0,57.0,,,,302.0,0.5927152317880795
229,5306090,Ocosta School District,Ocosta Junior - Senior High,222.0,53.0,39.0,38.0,53.0,,,,284.0,0.7816901408450704
230,5306120,Odessa School District,Odessa High School,36.0,21.0,18.0,17.0,16.0,,,,105.0,0.34285714285714286
231,5306150,Okanogan School District,Okanogan High School,159.0,82.0,88.0,73.0,68.0,,,,311.0,0.5112540192926045
232,5306180,Olympia School District,Capital High School,410.0,363.0,342.0,320.0,343.0,,,,1368.0,0.2997076023391813
233,5306180,Olympia School District,Olympia High School,296.0,442.0,494.0,481.0,456.0,,,,1873.0,0.15803523758675922
234,5306180,Olympia School District,Avanti High School,37.0,18.0,34.0,43.0,40.0,,,,135.0,0.2740740740740741
235,5306220,Omak School District,Omak High School,291.0,145.0,112.0,98.0,72.0,,,,428.0,0.6799065420560748
236,5306220,Omak School District,Washington Virtual Academy Omak High School,899.0,646.0,532.0,354.0,290.0,,,,1822.0,0.4934138309549945
237,5306240,Onalaska School District,Onalaska High School,130.0,71.0,49.0,75.0,49.0,,,,244.0,0.5327868852459017
238,5306300,Orcas Island School District,Orcas Island High School,59.0,34.0,36.0,29.0,31.0,,,,130.0,0.45384615384615384
239,5306420,Oroville School District,Oroville Middle-High School,187.0,49.0,47.0,37.0,50.0,,,,262.0,0.7137404580152672
240,5306450,Orting School District,Orting High School,198.0,194.0,163.0,165.0,143.0,,,,668.0,0.2964071856287425
241,5306450,Orting School District,Orting Secondary Online Academy,38.0,19.0,28.0,23.0,41.0,,,,152.0,0.25
242,5306480,Othello School District,Othello High School,862.0,342.0,323.0,270.0,278.0,,,,1213.0,0.7106347897774113
243,5306480,Othello School District,Desert Oasis High School,101.0,1.0,28.0,36.0,51.0,,,,116.0,0.8706896551724138
244,5306570,Pasco School District,New Horizons High School,149.0,0.0,6.0,25.0,164.0,,,,195.0,0.764102564102564
245,5306570,Pasco School District,Pasco Senior High School,1867.0,648.0,625.0,571.0,577.0,,,,2421.0,0.7711689384551839
246,5306570,Pasco School District,Chiawana Senior High School,2010.0,824.0,806.0,737.0,740.0,,,,3108.0,0.6467181467181468
247,5306600,Pateros School District,Pateros High School,118.0,26.0,23.0,23.0,29.0,,,,160.0,0.7375
248,5306690,Peninsula School District,Peninsula High School,313.0,374.0,379.0,384.0,340.0,,,,1477.0,0.21191604603926878
249,5306690,Peninsula School District,Gig Harbor High,170.0,369.0,365.0,360.0,384.0,,,,1478.0,0.11502029769959404
250,5306780,Pomeroy School District,Pomeroy Jr Sr High School,74.0,33.0,20.0,22.0,21.0,,,,145.0,0.5103448275862069
251,5306820,Port Angeles School District,Port Angeles High School,363.0,224.0,195.0,214.0,234.0,,,,868.0,0.4182027649769585
252,5306840,Port Townsend School District,Port Townsend High School,162.0,98.0,113.0,83.0,82.0,,,,376.0,0.4308510638297872
253,5306870,Prescott School District,Prescott Jr Sr High,97.0,20.0,20.0,11.0,21.0,,,,112.0,0.8660714285714286
254,5306900,Prosser School District,Prosser High School,581.0,206.0,216.0,236.0,234.0,,,,892.0,0.6513452914798207
255,5306930,Pullman School District,Pullman High School,197.0,209.0,216.0,186.0,196.0,,,,807.0,0.24411400247831475
256,5306960,Puyallup School District,E B Walker High School,62.0,3.0,17.0,29.0,53.0,,,,102.0,0.6078431372549019
257,5306960,Puyallup School District,Gov John Rogers High School,608.0,0.0,565.0,601.0,554.0,,,,1720.0,0.35348837209302325
258,5306960,Puyallup School District,Puyallup High School,511.0,,571.0,606.0,625.0,,,,1802.0,0.28357380688124306
259,5306960,Puyallup School District,Emerald Ridge High School,484.0,3.0,494.0,448.0,487.0,,,,1432.0,0.33798882681564246
260,5307020,Quillayute Valley School District,Forks High School,200.0,68.0,84.0,65.0,81.0,,,,298.0,0.6711409395973155
261,5307020,Quillayute Valley School District,Insight School of Washington,935.0,208.0,496.0,664.0,1005.0,,,,2373.0,0.39401601348504
262,5307080,Quincy School District,Quincy High School,652.0,234.0,191.0,216.0,194.0,,,,835.0,0.7808383233532934
263,5307110,Rainier School District,Rainier Senior High School,108.0,61.0,77.0,60.0,44.0,,,,242.0,0.4462809917355372
264,5307140,Raymond School District,Raymond Jr Sr High School,151.0,47.0,46.0,46.0,40.0,,,,279.0,0.5412186379928315
265,5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,135.0,57.0,49.0,57.0,53.0,,,,388.0,0.3479381443298969
266,5307230,Renton School District,Lindbergh Senior High School,600.0,318.0,298.0,296.0,297.0,,,,1209.0,0.49627791563275436
267,5307230,Renton School District,Hazen Senior High School,616.0,476.0,462.0,452.0,427.0,,,,1817.0,0.33902036323610346
268,5307230,Renton School District,Renton Senior High School,702.0,303.0,317.0,283.0,291.0,,,,1194.0,0.5879396984924623
269,5307230,Renton School District,Talley High School,172.0,7.0,22.0,70.0,168.0,,,,267.0,0.6441947565543071
270,5307260,Republic School District,Republic Senior High School,63.0,26.0,29.0,25.0,20.0,,,,100.0,0.63
271,5307320,Richland School District,Richland High School,127.0,571.0,506.0,471.0,497.0,,,,2045.0,0.062102689486552565
272,5307320,Richland School District,Hanford High School,75.0,493.0,441.0,519.0,540.0,,,,1993.0,0.03763171098845961
273,5307320,Richland School District,Rivers Edge High School,38.0,6.0,25.0,58.0,146.0,,,,235.0,0.16170212765957448
274,5307350,Ridgefield School District,Ridgefield High School,222.0,272.0,218.0,259.0,229.0,,,,978.0,0.22699386503067484
275,5307440,Riverside School District,Riverside High School,176.0,111.0,99.0,112.0,105.0,,,,427.0,0.41217798594847777
276,5307470,Rochester School District,Rochester High School,286.0,162.0,156.0,161.0,154.0,,,,633.0,0.4518167456556082
277,5307620,Royal School District,Royal High School,270.0,138.0,120.0,138.0,110.0,,,,506.0,0.5335968379446641
278,5307650,San Juan Island School District,Friday Harbor High School,78.0,63.0,72.0,54.0,47.0,,,,236.0,0.3305084745762712
279,5307710,Seattle School District No. 1,Ballard High School,145.0,416.0,417.0,429.0,493.0,,,,1755.0,0.08262108262108261
280,5307710,Seattle School District No. 1,Chief Sealth International High School,685.0,311.0,326.0,239.0,259.0,,,,1135.0,0.6035242290748899
281,5307710,Seattle School District No. 1,Cleveland High School STEM,478.0,229.0,234.0,235.0,223.0,,,,921.0,0.5190010857763301
282,5307710,Seattle School District No. 1,Franklin High School,764.0,295.0,288.0,323.0,333.0,,,,1239.0,0.6166263115415658
283,5307710,Seattle School District No. 1,Garfield High School,522.0,411.0,411.0,423.0,484.0,,,,1729.0,0.3019086176980914
284,5307710,Seattle School District No. 1,Ingraham High School,405.0,373.0,362.0,376.0,372.0,,,,1483.0,0.2730950775455158
285,5307710,Seattle School District No. 1,Nathan Hale High School,343.0,282.0,271.0,298.0,292.0,,,,1143.0,0.300087489063867
286,5307710,Seattle School District No. 1,Nova High School,71.0,41.0,45.0,69.0,72.0,,,,227.0,0.31277533039647576
287,5307710,Seattle School District No. 1,Rainier Beach High School,567.0,192.0,203.0,196.0,190.0,,,,781.0,0.7259923175416133
288,5307710,Seattle School District No. 1,Roosevelt High School,151.0,389.0,395.0,413.0,512.0,,,,1709.0,0.08835576360444705
289,5307710,Seattle School District No. 1,West Seattle High School,187.0,289.0,304.0,262.0,284.0,,,,1139.0,0.16417910447761194
290,5307710,Seattle School District No. 1,Seattle World School,236.0,30.0,78.0,67.0,84.0,,,,277.0,0.851985559566787
291,5307710,Seattle School District No. 1,Interagency Programs,234.0,5.0,27.0,62.0,232.0,,,,326.0,0.7177914110429447
292,5307710,Seattle School District No. 1,The Center School,36.0,60.0,81.0,60.0,50.0,,,,251.0,0.14342629482071714
293,5307710,Seattle School District No. 1,Interagency Open Doors,75.0,0.0,4.0,18.0,123.0,,,,145.0,0.5172413793103449
294,5307710,Seattle School District No. 1,Lincoln High School,81.0,397.0,394.0,187.0,0.0,,,,978.0,0.08282208588957055
295,5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,578.0,339.0,325.0,282.0,288.0,,,,1234.0,0.4683954619124797
296,5307740,Sedro-Woolley School District,State Street High School,97.0,5.0,10.0,27.0,122.0,,,,164.0,0.5914634146341463
297,5307770,Selah School District,Selah High School,511.0,256.0,267.0,293.0,250.0,,,,1066.0,0.4793621013133208
298,5307830,Sequim School District,Sequim Senior High,302.0,194.0,186.0,215.0,217.0,,,,812.0,0.37192118226600984
299,5307900,Shelton School District,Shelton High School,901.0,432.0,392.0,380.0,333.0,,,,1537.0,0.5862068965517241
300,5307900,Shelton School District,Choice Middle and High School,92.0,12.0,21.0,23.0,72.0,,,,135.0,0.6814814814814815
301,5307920,Shoreline School District,Shorecrest High School,393.0,362.0,376.0,380.0,377.0,,,,1495.0,0.262876254180602
302,5307920,Shoreline School District,Shorewood High School,384.0,362.0,368.0,400.0,393.0,,,,1523.0,0.2521339461588969
303,5308020,Snohomish School District,Snohomish High School,321.0,400.0,403.0,377.0,419.0,,,,1599.0,0.20075046904315197
304,5308020,Snohomish School District,AIM High School,42.0,15.0,15.0,45.0,83.0,,,,158.0,0.26582278481012656
305,5308020,Snohomish School District,Glacier Peak High School,191.0,426.0,392.0,462.0,439.0,,,,1719.0,0.1111111111111111
306,5308040,Snoqualmie Valley School District,Mount Si High School,195.0,549.0,499.0,525.0,487.0,,,,2061.0,0.09461426491994178
307,5308040,Snoqualmie Valley School District,Two Rivers School,26.0,10.0,8.0,12.0,6.0,,,,326.0,0.07975460122699386
308,5308070,Soap Lake School District,Soap Lake Middle & High School,248.0,44.0,37.0,43.0,29.0,,,,272.0,0.9117647058823529
309,5308100,South Bend School District,South Bend High School,183.0,41.0,57.0,30.0,43.0,,,,261.0,0.7011494252873564
310,5308130,Tukwila School District,Foster Senior High School,549.0,215.0,223.0,193.0,190.0,,,,821.0,0.6686967113276492
311,5308160,South Kitsap School District,Discovery,86.0,0.0,7.0,40.0,90.0,,,,137.0,0.6277372262773723
312,5308160,South Kitsap School District,South Kitsap High School,825.0,643.0,614.0,585.0,626.0,,,,2474.0,0.33346806790622474
313,5308190,South Whidbey School District,South Whidbey High School,92.0,113.0,112.0,101.0,105.0,,,,431.0,0.21345707656612528
314,5308250,Spokane School District,Ferris High School,702.0,487.0,380.0,395.0,388.0,,,,1650.0,0.4254545454545455
315,5308250,Spokane School District,Rogers High School,1249.0,467.0,405.0,366.0,293.0,,,,1531.0,0.8158066623122142
316,5308250,Spokane School District,Lewis & Clark High School,691.0,513.0,479.0,469.0,398.0,,,,1859.0,0.371705217859064
317,5308250,Spokane School District,North Central High School,854.0,375.0,406.0,344.0,291.0,,,,1528.0,0.5589005235602095
318,5308250,Spokane School District,Shadle Park High School,624.0,317.0,297.0,266.0,299.0,,,,1179.0,0.5292620865139949
319,5308250,Spokane School District,On Track Academy,247.0,0.0,25.0,76.0,244.0,,,,345.0,0.7159420289855073
320,5308250,Spokane School District,The Community School,65.0,43.0,35.0,38.0,40.0,,,,156.0,0.4166666666666667
321,5308340,Stanwood-Camano School District,Stanwood High School,304.0,319.0,333.0,295.0,333.0,,,,1280.0,0.2375
322,5308340,Stanwood-Camano School District,Lincoln Hill High School,57.0,26.0,24.0,38.0,60.0,,,,148.0,0.38513513513513514
323,5308460,Steilacoom Hist. School District,Steilacoom High,197.0,234.0,220.0,262.0,247.0,,,,963.0,0.20456905503634476
324,5308520,Stevenson-Carson School District,Stevenson High School,138.0,75.0,54.0,57.0,89.0,,,,279.0,0.4946236559139785
325,5308550,Sultan School District,Sultan Senior High School,202.0,138.0,138.0,123.0,124.0,,,,523.0,0.3862332695984704
326,5308610,Sumner School District,Sumner High School,430.0,450.0,413.0,374.0,428.0,,,,1685.0,0.2551928783382789
327,5308610,Sumner School District,Bonney Lake High School,398.0,425.0,384.0,338.0,299.0,,,,1486.0,0.26783310901749663
328,5308670,Sunnyside School District,Sunnyside High School,1518.0,556.0,550.0,523.0,499.0,,,,2128.0,0.7133458646616542
329,5308700,Tacoma School District,Foss,449.0,168.0,160.0,141.0,136.0,,,,605.0,0.7421487603305785
330,5308700,Tacoma School District,Lincoln,1294.0,444.0,452.0,466.0,324.0,,,,1686.0,0.767497034400949
331,5308700,Tacoma School District,Mt Tahoma,947.0,376.0,335.0,361.0,281.0,,,,1353.0,0.6999260901699926
332,5308700,Tacoma School District,Stadium,503.0,425.0,373.0,401.0,330.0,,,,1529.0,0.328973185088293
333,5308700,Tacoma School District,Wilson,489.0,318.0,292.0,317.0,287.0,,,,1214.0,0.4028006589785832
334,5308700,Tacoma School District,Oakland High School,126.0,1.0,25.0,46.0,72.0,,,,144.0,0.875
335,5308700,Tacoma School District,Tacoma School of the Arts,261.0,174.0,154.0,167.0,138.0,,,,633.0,0.41232227488151657
336,5308700,Tacoma School District,Science and Math Institute,222.0,164.0,153.0,145.0,153.0,,,,615.0,0.36097560975609755
337,5308700,Tacoma School District,Tacoma Open Doors,166.0,0.0,6.0,22.0,296.0,,,,324.0,0.5123456790123457
338,5308700,Tacoma School District,Industrial Design Engineering and Art,150.0,110.0,134.0,79.0,65.0,,,,388.0,0.3865979381443299
339,5308760,Tahoma School District,Tahoma Senior High School,343.0,688.0,678.0,656.0,710.0,,,,2732.0,0.12554904831625183
340,5308820,Tenino School District,Tenino High School,161.0,103.0,96.0,104.0,84.0,,,,387.0,0.4160206718346253
341,5308910,Toledo School District,Toledo High School,109.0,68.0,49.0,53.0,52.0,,,,222.0,0.49099099099099097
342,5308940,Tonasket School District,Tonasket High School,250.0,89.0,94.0,90.0,69.0,,,,342.0,0.7309941520467836
343,5308970,Toppenish School District,Toppenish High School,780.0,260.0,253.0,214.0,226.0,,,,953.0,0.8184679958027282
344,5308970,Toppenish School District,Computer Academy Toppenish High School,172.0,26.0,42.0,42.0,81.0,,,,196.0,0.8775510204081632
345,5309030,Toutle Lake School District,Toutle Lake High School,112.0,63.0,47.0,40.0,56.0,,,,313.0,0.35782747603833864
346,5309060,Trout Lake School District,Trout Lake School,,18.0,19.0,18.0,19.0,,,,136.0,
347,5309100,Tumwater School District,Tumwater High School,273.0,242.0,274.0,288.0,290.0,,,,1094.0,0.24954296160877515
348,5309100,Tumwater School District,A G West Black Hills High School,217.0,205.0,223.0,207.0,186.0,,,,821.0,0.26431181485992694
349,5309180,University Place School District,Curtis Senior High,405.0,,486.0,441.0,454.0,,,,1381.0,0.2932657494569153
350,5309270,Vancouver School District,Columbia River High,263.0,329.0,306.0,288.0,266.0,,,,1189.0,0.22119428090832632
351,5309270,Vancouver School District,Fort Vancouver High School,1105.0,410.0,432.0,386.0,380.0,,,,1608.0,0.6871890547263682
352,5309270,Vancouver School District,Hudson's Bay High School,715.0,325.0,329.0,284.0,246.0,,,,1184.0,0.6038851351351351
353,5309270,Vancouver School District,Vancouver School of Arts and Academics,136.0,96.0,87.0,72.0,64.0,,,,598.0,0.22742474916387959
354,5309270,Vancouver School District,Skyview High School,440.0,452.0,419.0,489.0,441.0,,,,1801.0,0.24430871737923376
355,5309270,Vancouver School District,Vancouver Virtual Learning Academy,169.0,16.0,45.0,40.0,117.0,,,,304.0,0.555921052631579
356,5309270,Vancouver School District,Vancouver iTech Preparatory,137.0,97.0,76.0,55.0,47.0,,,,514.0,0.26653696498054474
357,5309270,Vancouver School District,Open Doors,129.0,,1.0,48.0,170.0,,,,219.0,0.589041095890411
358,5309300,Vashon Island School District,Vashon Island High School,96.0,144.0,127.0,130.0,118.0,,,,519.0,0.18497109826589594
359,5309330,Wahkiakum School District,Wahkiakum High School,112.0,47.0,48.0,44.0,63.0,,,,202.0,0.5544554455445545
360,5309360,Wahluke School District,Wahluke High School,656.0,205.0,203.0,133.0,145.0,,,,686.0,0.956268221574344
361,5309450,Walla Walla Public Schools,Lincoln High School,86.0,20.0,27.0,27.0,36.0,,,,110.0,0.7818181818181819
362,5309450,Walla Walla Public Schools,Walla Walla High School,710.0,372.0,393.0,419.0,339.0,,,,1523.0,0.4661851608667104
363,5309450,Walla Walla Public Schools,Walla Walla Open Doors,105.0,,,17.0,129.0,,,,146.0,0.7191780821917808
364,5309480,Wapato School District,Wapato High School,747.0,288.0,219.0,199.0,182.0,,,,888.0,0.8412162162162162
365,5309510,Warden School District,Warden High School,215.0,84.0,68.0,71.0,52.0,,,,275.0,0.7818181818181819
366,5309540,Washougal School District,Washougal High School,324.0,254.0,251.0,235.0,277.0,,,,1017.0,0.3185840707964602
367,5309600,Waterville School District,Waterville High School,65.0,25.0,26.0,23.0,23.0,,,,134.0,0.48507462686567165
368,5309660,Wenatchee School District,Wenatchee High School,1078.0,577.0,511.0,500.0,439.0,,,,2027.0,0.5318204242723237
369,5309660,Wenatchee School District,Westside High School,145.0,15.0,24.0,70.0,148.0,,,,257.0,0.5642023346303502
370,5309660,Wenatchee School District,Open Doors Re-Engagement,65.0,0.0,4.0,16.0,83.0,,,,103.0,0.6310679611650486
371,5309690,West Valley School District (Spokane),West Valley High School,371.0,249.0,218.0,230.0,202.0,,,,899.0,0.41268075639599555
372,5309690,West Valley School District (Spokane),Dishman Hills High School,224.0,16.0,43.0,77.0,98.0,,,,234.0,0.9572649572649573
373,5309690,West Valley School District (Spokane),Spokane Valley High School,135.0,27.0,40.0,71.0,97.0,,,,235.0,0.574468085106383
374,5309720,West Valley School District (Yakima),West Valley High School,628.0,413.0,370.0,372.0,384.0,,,,1539.0,0.4080571799870045
375,5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,48.0,36.0,44.0,54.0,51.0,,,,185.0,0.2594594594594595
376,5309750,White Pass School District,White Pass Jr. Sr. High School,106.0,23.0,42.0,23.0,27.0,,,,171.0,0.6198830409356725
377,5309780,White River School District,White River High School,292.0,313.0,273.0,306.0,285.0,,,,1186.0,0.24620573355817876
378,5309810,White Salmon Valley School District,Columbia High School,127.0,84.0,69.0,95.0,82.0,,,,330.0,0.38484848484848483
379,5309840,Wilbur School District,Wilbur Secondary School,63.0,24.0,24.0,27.0,18.0,,,,138.0,0.45652173913043476
380,5309870,Willapa Valley School District,Willapa Valley Middle-High,78.0,23.0,31.0,38.0,21.0,,,,199.0,0.39195979899497485
381,5309930,Winlock School District,Winlock Senior High,142.0,60.0,50.0,42.0,48.0,,,,200.0,0.71
382,5310050,Woodland School District,Woodland High School,251.0,151.0,172.0,139.0,159.0,,,,621.0,0.40418679549114334
383,5310050,Woodland School District,Woodland Alternative School,73.0,15.0,43.0,49.0,52.0,,,,159.0,0.4591194968553459
384,5310110,Yakima School District,Davis High School,1919.0,747.0,652.0,610.0,541.0,,,,2551.0,0.7522540180321443
385,5310110,Yakima School District,Eisenhower High School,1333.0,489.0,456.0,493.0,468.0,,,,1908.0,0.6986373165618449
386,5310110,Yakima School District,Stanton Academy,264.0,18.0,70.0,68.0,127.0,,,,289.0,0.9134948096885813
387,5310110,Yakima School District,Yakima Online,106.0,18.0,27.0,35.0,42.0,,,,162.0,0.654320987654321
388,5310110,Yakima School District,Yakima Open Doors,95.0,0.0,5.0,37.0,78.0,,,,120.0,0.7916666666666666
389,5310140,Yelm School District,Yelm High School 12,642.0,430.0,410.0,359.0,380.0,,,,1579.0,0.4065864471184294
390,5310170,Zillah School District,Zillah High School,234.0,117.0,93.0,115.0,118.0,,,,443.0,0.5282167042889391
391,5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,129.0,23.0,29.0,33.0,35.0,,,,129.0,1.0
392,5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,120.0,32.0,26.0,28.0,34.0,,,,120.0,1.0
